temperature,humidity,wind_speed,rainfall,drought_index,ndvi,slope,elevation,distance_to_road,population_density,month,is_dry_season,fire_occurred
23.19,59.12,46.92,1.523,598.5,0.4425,17.46,307.1,19.68,64.2,8,1,1
26.19,86.87,8.55,0.014,533.1,0.4229,22.65,116.7,8.71,453.6,8,1,0
20.55,79.48,5.66,0.05,466.2,0.6701,14.8,766.3,7.3,284.8,6,1,0
36.17,74.35,28.51,2.865,390.4,0.8342,29.83,1019.6,3.93,440.1,8,1,1
27.6,14.73,43.09,1.728,149.3,0.6334,44.78,1402.6,22.72,411.9,6,1,1
18.13,10.58,23.86,0.463,715.8,0.4773,1.15,767.2,20.75,39.9,10,0,0
41.49,28.06,49.73,1.747,198.8,0.7234,40.49,2460.9,18.34,103.6,2,0,1
23.44,66.4,33.96,2.359,73.0,0.6128,0.18,764.8,1.32,72.6,3,0,0
29.02,44.95,3.7,0.55,600.0,0.1485,16.39,1130.4,22.91,415.4,6,1,0
41.73,44.2,49.64,0.055,140.5,0.1765,7.59,303.0,19.29,431.2,7,1,1
31.85,85.19,20.39,4.05,297.5,0.1303,34.08,688.5,28.92,264.0,4,1,1
14.09,86.12,14.37,0.635,22.6,0.4655,2.28,168.4,17.66,52.1,1,0,0
42.89,87.28,27.89,0.169,109.7,0.7607,24.91,1420.8,9.19,67.8,4,1,1
31.97,36.68,15.22,1.015,138.6,0.3505,13.27,1890.1,11.51,406.8,6,1,0
21.72,68.74,4.32,2.195,43.5,0.4073,6.02,529.5,5.36,464.6,8,1,1
14.87,33.09,0.07,0.376,525.3,0.8276,34.73,951.4,21.72,99.7,12,0,1
37.79,26.2,22.48,0.471,669.6,0.7695,9.78,90.7,21.26,5.6,4,1,1
31.7,25.69,41.84,0.417,298.7,0.632,10.07,2106.8,6.1,165.5,10,0,1
28.67,39.08,28.62,7.182,699.7,0.3134,12.38,1960.9,4.84,15.2,1,0,1
41.29,46.55,49.96,0.33,170.7,0.1936,26.4,205.0,2.4,414.0,5,1,1
37.6,80.63,14.34,1.285,260.3,0.1128,29.68,943.9,27.37,245.8,7,1,1
15.31,20.19,14.02,3.891,120.6,0.1856,0.79,2390.5,7.07,320.9,6,1,0
20.91,72.47,7.99,0.238,496.4,0.3341,10.88,1010.5,10.39,205.7,3,0,0
18.7,55.17,8.2,5.303,335.9,0.5414,19.39,1339.2,8.49,172.8,7,1,1
36.04,34.48,14.26,4.42,490.6,0.1512,14.94,920.3,12.47,111.1,4,1,1
11.17,51.89,39.64,3.239,609.3,0.209,39.79,1510.5,21.45,385.3,5,1,1
29.95,35.5,45.29,0.362,436.6,0.2449,35.45,2446.5,26.13,347.8,11,0,1
36.69,60.67,48.75,1.508,502.1,0.6056,28.17,2493.9,5.56,180.4,7,1,1
40.69,46.88,11.61,2.146,748.2,0.5926,15.21,1948.1,20.62,160.6,2,0,1
21.97,23.97,44.06,6.406,239.3,0.5406,31.53,1040.6,10.64,0.6,4,1,1
38.74,19.91,16.41,0.298,287.3,0.3004,37.96,1261.4,29.42,31.8,4,1,1
13.87,56.47,5.64,2.179,574.2,0.3969,26.77,924.0,9.04,311.6,6,1,1
39.63,86.71,43.5,0.621,489.0,0.1774,35.3,2464.7,0.32,257.3,12,0,1
14.46,39.24,31.81,0.29,142.8,0.2812,33.71,1784.0,15.52,217.4,11,0,1
23.91,72.31,8.24,0.821,300.9,0.8182,25.73,1149.9,4.61,413.8,7,1,1
37.91,65.99,21.49,2.369,374.3,0.8838,14.05,79.7,1.43,251.9,4,1,1
15.25,89.18,14.36,0.938,335.5,0.6181,33.56,1325.2,20.98,192.2,10,0,0
18.02,79.78,36.84,1.157,142.6,0.8335,9.31,2460.6,21.99,80.6,1,0,0
35.28,58.16,22.67,7.996,739.5,0.6142,35.08,1331.5,13.87,410.3,1,0,1
35.2,65.85,49.46,0.764,609.9,0.1266,36.2,496.9,20.34,288.1,5,1,1
32.44,86.36,2.74,1.433,385.1,0.8974,37.0,104.1,16.19,46.2,1,0,0
34.29,43.96,17.75,0.682,544.0,0.1792,21.28,919.0,18.93,324.4,3,0,1
29.0,37.78,24.1,0.748,717.8,0.6461,8.66,2299.7,17.94,212.5,9,1,1
18.81,10.92,25.16,1.784,108.9,0.3023,4.49,2491.6,20.01,405.7,3,0,0
22.1,80.26,15.8,4.168,200.3,0.4136,33.45,2366.2,6.07,459.5,3,0,0
16.36,78.08,36.46,1.173,434.2,0.6167,39.88,1837.1,8.13,300.2,9,1,1
41.8,18.88,43.74,2.194,639.2,0.4492,29.29,1417.4,13.25,365.8,5,1,1
30.42,59.03,46.94,0.14,29.0,0.3004,6.49,1497.2,13.44,28.3,12,0,1
24.03,49.44,40.25,0.356,787.2,0.3676,42.07,1370.5,23.25,280.1,8,1,1
26.17,20.09,42.53,1.046,363.9,0.3732,44.51,1782.3,11.09,377.7,10,0,1
43.15,93.35,27.53,0.03,287.4,0.8675,19.5,1076.2,4.96,248.4,9,1,1
15.37,28.25,41.29,0.437,234.2,0.7389,26.77,1689.5,7.62,296.8,12,0,0
30.52,15.71,15.18,1.093,139.5,0.4668,34.98,347.9,6.52,449.5,6,1,1
27.71,60.56,19.92,0.023,633.3,0.2599,33.14,701.0,21.98,99.0,7,1,1
31.4,72.8,15.85,0.461,764.3,0.7488,43.55,2098.2,14.16,49.1,7,1,1
10.63,12.76,23.37,1.082,330.9,0.2257,5.17,2264.2,21.29,345.3,7,1,1
40.52,65.99,14.28,1.277,761.9,0.2684,26.13,1370.6,12.54,411.4,4,1,1
42.62,55.24,48.08,3.901,659.0,0.3928,31.14,127.5,26.7,425.2,2,0,1
29.78,18.78,15.64,1.555,384.8,0.8043,40.05,2321.1,29.51,320.8,2,0,1
34.38,24.66,4.9,0.804,539.2,0.2054,39.33,1770.1,20.13,416.6,7,1,1
42.29,58.28,26.34,3.996,348.0,0.1978,44.01,1064.4,25.93,350.3,10,0,1
34.75,35.19,2.85,2.305,447.0,0.4952,23.04,1516.0,15.29,43.7,7,1,1
15.34,89.76,5.53,0.335,46.4,0.3211,37.38,1102.9,28.05,381.0,10,0,0
30.17,79.59,10.97,0.21,557.0,0.555,19.23,1190.1,24.96,89.7,7,1,0
31.24,93.6,23.22,1.69,42.3,0.4613,19.0,2222.7,29.75,118.3,8,1,0
24.84,32.07,21.66,1.231,653.7,0.448,11.4,444.7,18.73,197.3,3,0,1
35.78,92.43,39.98,2.339,660.0,0.1896,36.82,304.0,23.4,157.3,11,0,1
42.7,46.65,36.97,2.014,189.7,0.2128,44.36,56.7,16.33,160.8,5,1,1
42.39,39.54,21.32,1.472,258.9,0.7569,11.54,819.3,7.85,84.6,6,1,1
25.78,14.28,16.69,6.445,385.0,0.8087,2.53,411.2,10.71,146.9,8,1,0
13.96,14.49,15.82,1.144,477.3,0.2877,36.7,589.0,26.83,9.8,8,1,1
44.47,68.82,38.7,0.18,229.9,0.1908,27.91,77.5,1.77,236.5,10,0,0
39.36,48.92,2.6,2.643,474.0,0.1427,43.19,606.6,17.79,384.3,3,0,1
14.36,29.25,0.64,0.435,238.2,0.5866,11.35,865.1,11.24,431.1,12,0,0
42.23,62.19,39.78,2.253,44.4,0.6723,3.2,127.3,11.66,410.2,4,1,1
40.45,31.49,23.86,4.724,2.0,0.3982,22.16,1539.4,26.55,208.2,6,1,1
28.16,59.1,6.54,1.79,80.9,0.6437,3.85,1443.6,25.63,365.2,4,1,0
30.69,40.53,11.78,1.36,633.8,0.6704,11.78,287.7,18.01,143.9,10,0,1
23.97,80.0,46.63,0.925,769.1,0.8483,5.67,1507.8,8.26,27.8,4,1,1
11.92,79.76,42.98,0.68,341.6,0.1519,10.09,2496.7,14.32,338.0,5,1,1
21.73,50.57,35.49,0.653,410.1,0.2538,4.78,2363.9,12.31,324.4,10,0,1
38.1,39.82,24.11,1.517,117.5,0.1548,42.93,56.5,10.67,400.8,7,1,1
10.16,40.82,26.02,2.087,440.8,0.7944,12.54,1998.7,3.17,308.1,12,0,0
21.67,78.49,48.76,1.702,115.7,0.7341,19.98,916.3,16.34,78.4,2,0,0
23.94,37.9,48.29,0.332,489.0,0.5597,40.44,205.9,9.12,426.6,2,0,1
28.81,27.77,10.76,1.022,746.6,0.1669,30.48,775.2,19.86,313.6,12,0,1
42.19,17.2,40.56,2.353,156.6,0.3186,27.81,838.3,9.64,403.8,10,0,1
22.12,49.67,9.86,0.969,611.7,0.3382,31.75,1331.9,12.99,387.1,9,1,0
22.14,50.98,10.68,1.154,18.8,0.5486,37.3,1669.7,1.67,148.9,4,1,0
35.81,81.48,33.8,2.212,300.4,0.3064,39.5,1885.2,29.78,37.3,5,1,1
25.83,28.81,20.25,1.624,88.6,0.1584,28.92,652.5,15.28,88.3,3,0,1
17.86,42.38,46.58,0.79,282.0,0.6846,40.05,838.3,0.82,46.4,2,0,0
25.84,78.71,4.45,3.387,138.8,0.3393,24.09,805.5,16.28,121.7,10,0,0
14.93,80.01,25.58,0.266,298.6,0.4619,12.48,938.7,26.12,229.8,8,1,0
16.17,42.69,45.93,8.111,334.0,0.2021,39.6,2499.2,23.2,453.4,4,1,0
27.44,49.03,45.21,0.19,240.5,0.742,24.37,1956.0,21.06,436.0,12,0,1
24.66,35.78,7.83,0.023,525.3,0.5524,40.78,2438.7,4.27,359.3,1,0,1
42.02,89.27,18.33,3.311,735.1,0.8213,1.81,1748.1,19.77,12.1,6,1,1
22.68,20.08,30.96,0.421,320.5,0.4964,17.89,1045.4,23.01,170.7,6,1,1
30.32,89.37,7.97,1.962,153.9,0.8531,42.65,1004.9,17.22,341.2,2,0,0
32.13,68.13,48.4,2.499,216.6,0.8135,11.23,1247.0,26.79,64.5,2,0,0
10.46,55.18,45.74,2.938,683.2,0.5612,42.37,1071.3,8.38,400.5,8,1,1
33.22,12.78,8.35,7.168,457.3,0.8471,42.93,2079.4,7.34,457.3,11,0,1
16.23,50.43,6.06,0.522,364.0,0.3585,39.7,1189.3,26.1,177.1,7,1,0
43.64,44.66,4.27,1.858,119.7,0.3925,25.37,774.3,18.8,352.9,2,0,1
15.2,23.7,45.47,0.184,359.8,0.1364,29.11,1948.4,0.14,74.1,10,0,1
24.51,65.79,9.68,0.783,222.8,0.5714,39.13,2143.3,10.66,345.4,1,0,0
12.99,92.55,20.81,2.826,754.5,0.6775,34.92,1080.1,25.75,10.7,11,0,0
44.89,57.79,22.44,0.687,707.3,0.7188,28.35,1686.1,0.92,75.4,8,1,1
27.58,70.75,29.95,1.341,67.1,0.2199,44.2,194.1,0.2,354.9,10,0,1
30.84,15.82,3.59,1.051,413.3,0.4553,30.86,1347.2,8.51,355.9,2,0,1
12.35,45.5,11.34,1.557,180.0,0.2415,43.9,160.2,27.43,320.6,5,1,0
36.25,19.89,46.57,5.412,328.6,0.6297,2.58,121.5,27.05,238.7,6,1,1
17.35,62.09,45.42,0.086,701.5,0.2264,6.25,1551.7,15.61,337.5,10,0,0
41.43,89.77,39.06,1.28,422.0,0.8233,20.32,793.2,16.64,386.9,1,0,1
17.18,66.25,0.97,2.982,267.4,0.2845,17.32,1869.2,10.03,483.2,2,0,0
16.67,16.53,16.35,0.985,166.3,0.3331,35.22,2245.4,7.39,444.3,10,0,1
11.28,40.15,31.4,0.123,640.3,0.7807,7.23,391.5,24.48,397.3,4,1,1
26.52,56.81,13.76,1.233,499.6,0.4668,43.92,1825.1,3.28,347.4,2,0,0
29.77,44.27,45.48,0.605,374.5,0.1192,14.18,1310.6,14.67,287.1,11,0,1
12.3,80.86,31.69,0.253,174.0,0.4957,19.3,324.7,19.07,60.3,6,1,0
37.14,79.25,3.6,2.836,267.4,0.1676,12.36,1646.4,3.2,82.8,4,1,0
25.87,62.01,45.45,1.106,767.9,0.8883,26.07,1543.2,15.64,410.1,11,0,1
28.35,41.74,47.89,4.061,416.1,0.5705,2.64,1313.3,17.37,401.7,3,0,1
25.43,31.7,3.89,2.46,320.6,0.3052,6.74,2319.9,22.3,307.2,6,1,0
24.03,19.0,26.62,1.771,417.1,0.551,33.56,1326.6,7.12,219.4,9,1,0
29.59,40.17,15.17,0.008,623.2,0.1615,8.39,2476.8,8.87,13.0,8,1,1
15.43,45.12,19.64,0.837,272.1,0.7399,10.6,1297.6,17.13,163.6,2,0,0
16.37,67.44,8.98,0.33,143.0,0.8403,35.68,333.8,29.5,210.3,3,0,1
40.16,65.94,28.9,3.625,467.9,0.7996,4.2,1202.7,6.6,242.9,2,0,1
43.11,15.96,47.9,0.288,532.2,0.3734,19.69,496.7,29.58,464.7,10,0,1
23.07,43.6,25.15,0.505,570.2,0.3606,1.04,1513.0,21.46,54.4,7,1,1
19.48,25.45,4.15,1.091,705.6,0.1281,15.61,1748.2,24.8,259.4,9,1,0
32.54,23.33,31.0,0.458,296.9,0.6211,31.45,1197.7,2.78,184.0,1,0,1
24.31,80.32,17.01,0.353,60.3,0.5279,4.05,289.4,9.08,495.0,11,0,0
10.89,13.56,42.8,1.371,766.7,0.4675,39.98,1198.2,1.83,430.9,3,0,0
15.47,45.63,21.73,0.14,348.0,0.8261,40.93,249.6,11.21,219.4,6,1,0
35.06,24.3,9.64,0.09,498.6,0.2343,4.72,1721.2,29.44,499.8,4,1,1
33.06,84.74,9.56,0.698,533.0,0.1077,44.58,1986.4,3.25,257.0,10,0,0
10.95,57.35,38.44,1.913,437.2,0.1587,13.39,2407.8,16.91,83.6,10,0,0
17.77,29.67,13.28,1.214,164.2,0.2787,3.78,414.6,0.28,277.9,1,0,0
18.09,52.71,38.36,0.825,604.1,0.1266,0.23,1354.4,21.41,113.1,9,1,1
33.52,72.18,10.29,1.251,643.0,0.5023,18.38,1440.5,6.0,318.2,7,1,1
10.69,91.44,16.08,0.682,442.4,0.3513,28.34,2310.1,3.97,468.7,11,0,0
13.64,28.74,23.27,4.127,390.8,0.2444,14.95,1586.8,10.18,393.1,12,0,0
38.0,85.33,47.16,0.085,91.2,0.7001,37.65,406.5,23.15,136.6,7,1,1
16.25,89.42,46.59,1.678,67.2,0.2636,32.25,1119.1,3.29,148.4,12,0,0
32.85,87.9,10.34,3.329,271.7,0.6501,15.76,1654.2,6.97,34.6,1,0,0
18.34,64.01,17.91,2.444,248.7,0.3794,33.04,1765.7,0.35,142.9,9,1,1
13.48,63.53,7.47,0.305,762.9,0.5095,42.32,2164.5,29.06,46.3,12,0,1
18.51,44.27,25.5,0.526,626.9,0.8471,4.19,492.2,17.81,249.7,12,0,1
35.28,73.95,23.03,1.894,527.9,0.1299,13.77,2381.3,21.62,354.2,8,1,1
39.95,55.16,45.04,0.132,414.1,0.5002,20.85,194.9,19.58,375.6,11,0,1
39.06,67.58,46.5,2.506,133.9,0.7835,22.41,2460.2,4.42,29.8,12,0,1
23.9,46.42,19.18,1.904,782.8,0.5704,24.4,2151.5,17.89,170.0,10,0,0
33.38,72.18,24.59,1.962,300.0,0.3215,13.53,1667.7,4.03,144.1,12,0,0
17.17,80.08,44.81,0.158,85.5,0.4181,30.03,1850.7,12.1,52.2,5,1,0
20.26,22.45,40.34,1.897,395.0,0.6442,29.03,228.1,17.11,181.2,4,1,1
41.37,80.8,0.18,1.708,699.2,0.8126,26.0,151.6,16.81,149.7,1,0,0
10.46,55.93,16.0,2.666,709.8,0.1329,5.12,299.3,3.66,317.2,9,1,0
12.99,81.8,21.09,0.064,8.8,0.1572,21.46,264.0,1.13,441.7,8,1,0
17.28,46.66,11.49,0.035,709.0,0.36,16.03,1391.1,23.97,227.4,2,0,1
10.93,42.22,9.98,0.7,217.2,0.2862,22.1,577.8,21.81,373.3,4,1,1
16.35,87.78,1.89,0.242,31.2,0.3119,41.48,2157.5,2.55,73.0,4,1,0
30.41,31.35,32.17,1.226,678.2,0.277,21.62,1142.1,3.91,447.5,7,1,1
24.75,81.76,13.13,3.74,691.1,0.2567,0.63,1754.0,26.79,76.3,3,0,0
41.24,51.14,2.62,0.745,477.0,0.2045,19.75,1649.5,23.1,96.1,8,1,1
38.61,53.7,11.55,2.796,459.5,0.8472,36.93,833.6,29.89,53.2,11,0,0
21.96,36.22,40.1,0.0,650.5,0.2154,35.1,645.8,7.69,154.8,7,1,1
19.08,58.71,42.57,0.277,629.0,0.2635,23.1,889.0,14.69,276.2,10,0,1
23.29,37.64,24.15,0.046,712.1,0.297,11.24,2001.8,7.17,494.0,12,0,1
30.66,13.34,20.8,0.597,442.2,0.8464,20.93,1486.4,18.72,396.7,12,0,1
19.38,33.12,48.89,3.582,774.1,0.7046,25.37,671.2,3.55,190.2,4,1,1
31.85,10.54,10.03,0.153,796.9,0.7318,44.99,2053.7,3.9,287.9,9,1,1
24.33,93.16,10.77,1.399,93.2,0.1838,28.99,184.2,2.25,311.7,6,1,0
29.32,92.09,14.59,0.901,679.6,0.769,31.24,1763.0,20.84,411.4,3,0,1
25.26,43.59,8.64,4.182,399.9,0.4266,22.12,1125.8,14.87,368.2,7,1,0
20.31,71.91,18.97,0.196,310.1,0.3103,15.95,1841.7,18.57,284.6,6,1,0
43.2,39.39,45.54,0.357,490.5,0.5606,36.58,2322.3,26.39,334.6,8,1,1
36.73,67.04,30.77,0.045,44.8,0.7577,22.27,1887.6,22.24,373.0,5,1,1
14.9,78.46,20.6,0.854,405.2,0.7229,44.76,1132.8,13.91,66.6,6,1,0
40.4,90.47,46.72,0.488,696.7,0.812,20.57,419.9,29.53,100.2,1,0,1
27.06,44.02,2.42,3.059,170.8,0.8425,3.06,2025.6,13.74,344.3,8,1,0
41.31,76.58,10.51,1.393,341.1,0.2905,30.72,1178.7,3.46,425.2,1,0,1
37.99,32.6,28.29,1.428,751.6,0.4391,2.1,234.5,29.78,204.6,3,0,1
24.88,94.18,30.78,1.139,342.9,0.1117,11.27,1811.7,0.78,489.9,12,0,0
10.79,12.19,1.98,0.145,286.7,0.8035,15.92,765.0,16.54,108.0,2,0,0
19.4,61.3,20.15,0.883,352.4,0.2237,33.28,169.8,9.34,208.3,6,1,0
28.96,66.06,32.46,11.417,415.6,0.7892,22.24,2261.7,15.16,189.3,8,1,1
32.17,68.48,34.9,2.705,505.6,0.3635,1.29,1233.6,16.81,465.1,8,1,1
19.03,20.23,31.91,3.359,640.6,0.3945,27.76,738.4,7.28,142.7,7,1,1
14.88,89.78,16.03,2.599,361.7,0.1313,18.51,1805.1,16.75,235.4,7,1,0
39.22,25.4,4.68,0.163,654.0,0.3615,41.48,2220.5,22.71,93.6,8,1,1
44.45,62.93,21.36,0.387,427.0,0.8107,22.48,50.8,8.07,260.6,5,1,1
28.4,28.93,6.44,0.005,270.8,0.1204,31.9,1735.2,11.56,428.7,3,0,0
16.01,36.11,47.38,0.543,526.4,0.4251,9.85,1929.2,8.12,152.0,2,0,1
19.53,56.45,23.76,0.172,574.2,0.1251,34.24,564.3,24.63,405.4,3,0,1
10.64,45.46,15.86,0.96,446.4,0.3967,32.44,1249.6,21.78,455.7,11,0,0
42.0,23.62,38.32,1.696,45.3,0.2381,40.68,268.8,26.15,36.5,11,0,1
14.12,24.53,24.9,3.113,135.9,0.3018,1.52,1879.5,5.18,378.2,3,0,0
30.18,45.54,15.5,2.075,228.2,0.8021,20.14,2126.3,2.3,127.7,12,0,1
19.59,74.37,40.6,4.185,226.1,0.4488,30.56,315.1,3.67,87.7,7,1,1
29.4,86.33,43.36,0.083,538.7,0.319,4.28,2050.3,4.91,300.6,1,0,0
32.8,17.15,33.65,0.018,14.7,0.5715,18.48,1940.3,16.04,352.8,7,1,1
39.04,43.41,2.35,1.624,604.5,0.2137,42.4,899.9,29.13,197.4,6,1,1
17.22,18.52,28.32,0.512,212.3,0.3075,19.62,1741.2,10.78,19.6,11,0,1
10.38,11.41,38.16,0.439,248.0,0.537,44.34,50.1,28.76,454.4,10,0,0
14.79,66.25,6.83,0.603,422.3,0.29,2.56,2332.9,1.24,365.4,2,0,0
41.5,61.21,11.43,0.472,172.7,0.6433,32.3,1398.4,27.81,135.8,10,0,1
40.59,23.86,44.12,1.074,707.6,0.4932,26.15,1569.8,5.52,248.4,1,0,1
30.91,29.87,1.01,0.87,68.3,0.7176,22.52,1678.4,27.38,13.9,9,1,1
31.02,12.02,37.64,1.077,355.5,0.8586,43.69,1425.4,1.78,169.6,2,0,1
33.28,80.97,23.69,1.675,679.5,0.1926,5.83,2149.1,28.45,261.3,4,1,1
16.14,92.85,22.34,0.734,492.7,0.3677,40.32,1543.8,6.1,258.6,9,1,0
42.0,21.51,0.35,0.434,233.9,0.3556,31.11,2274.0,9.15,104.1,9,1,1
24.66,29.68,40.97,0.273,336.6,0.2209,11.65,1476.7,14.78,388.4,12,0,1
23.41,83.81,17.99,0.645,565.4,0.7482,40.58,469.2,11.48,149.4,11,0,1
28.16,88.75,27.04,2.031,778.6,0.7079,19.32,2288.2,20.06,290.2,1,0,0
11.64,45.67,33.87,2.12,714.5,0.4875,36.64,1720.0,29.25,135.8,2,0,0
15.82,14.3,35.13,1.649,273.9,0.5302,17.5,1763.1,18.23,212.6,2,0,1
35.83,13.35,47.8,0.4,798.6,0.1476,38.29,2464.4,21.67,103.8,12,0,1
12.9,58.79,26.57,1.33,2.8,0.5444,28.65,234.2,2.73,316.5,2,0,0
31.11,43.4,19.99,1.268,22.1,0.7331,6.35,1100.1,18.87,212.8,8,1,1
18.59,12.44,47.69,0.993,659.1,0.5591,29.23,635.8,13.67,8.1,8,1,1
23.63,59.58,32.11,1.198,159.6,0.3122,8.61,1594.5,26.58,14.1,10,0,0
20.1,10.96,14.91,1.015,48.6,0.634,18.54,2026.7,11.71,235.6,12,0,1
22.45,76.93,6.32,1.25,189.7,0.3892,7.66,2417.5,20.42,91.6,8,1,0
35.17,36.05,42.13,1.886,340.9,0.5359,0.99,1163.8,6.92,292.5,12,0,1
20.4,13.42,18.11,0.174,584.5,0.4901,9.53,1976.2,7.86,204.1,4,1,1
29.82,60.01,33.02,2.077,499.5,0.4049,24.14,2296.8,11.35,327.2,8,1,1
26.66,43.8,23.54,0.219,190.1,0.6751,21.67,1724.1,9.19,476.2,7,1,1
33.23,92.77,9.95,0.103,402.6,0.8071,22.57,644.7,7.69,264.4,8,1,0
42.79,56.26,30.08,5.6,741.0,0.1042,11.15,1539.2,1.59,393.7,1,0,1
35.64,33.4,3.03,4.72,652.0,0.8469,30.83,2426.4,25.12,376.5,3,0,1
17.52,70.3,20.67,0.094,258.6,0.5092,31.69,2469.5,2.02,460.9,10,0,0
11.09,33.08,27.33,0.878,785.8,0.6606,16.11,1623.8,26.63,107.0,6,1,1
19.18,86.86,21.8,0.309,566.9,0.7845,39.65,2223.1,3.85,413.7,1,0,0
30.83,41.85,37.43,0.996,50.0,0.4737,28.98,540.9,2.05,452.8,4,1,1
11.8,56.74,41.4,2.659,28.1,0.768,32.09,652.9,16.93,196.4,9,1,1
27.37,14.3,38.56,4.512,134.7,0.2421,12.48,2384.6,15.12,156.9,7,1,1
30.89,46.22,1.94,1.509,582.3,0.2273,0.03,381.3,14.79,476.0,1,0,1
21.7,80.75,9.71,0.655,147.0,0.626,38.94,518.2,17.28,313.8,12,0,0
36.98,78.48,26.83,1.387,409.2,0.7961,37.01,1080.3,8.68,190.3,6,1,1
13.73,29.07,46.74,0.561,74.6,0.8139,5.54,1494.5,19.92,395.9,6,1,1
12.63,29.22,41.75,3.609,736.7,0.615,16.83,1529.4,15.12,152.2,12,0,1
35.49,79.47,42.13,3.065,275.2,0.5204,29.76,765.3,10.11,88.2,2,0,1
27.34,89.08,15.16,1.225,726.5,0.3651,29.34,2305.5,24.81,272.0,6,1,1
34.09,18.11,21.47,0.589,755.9,0.884,38.72,2292.0,21.86,283.1,10,0,1
25.22,48.25,23.54,0.521,4.9,0.3558,6.31,1010.6,11.87,412.9,2,0,0
18.62,38.68,7.87,0.051,371.3,0.6953,19.35,1114.0,25.44,228.5,8,1,0
38.67,84.01,1.55,2.538,19.7,0.5256,4.38,1771.1,27.62,407.3,7,1,0
37.98,17.1,47.35,0.898,727.0,0.5868,17.53,1674.3,16.15,155.7,6,1,1
34.31,27.95,12.04,0.59,414.7,0.4148,0.68,986.6,6.53,287.7,10,0,1
19.53,73.96,12.0,0.955,60.0,0.8719,40.42,1064.9,27.48,104.2,6,1,0
30.66,14.36,4.17,2.562,88.2,0.5573,23.72,902.7,5.77,192.7,9,1,1
22.63,51.87,46.43,0.2,306.8,0.8502,38.24,626.7,1.55,428.8,9,1,0
13.21,47.58,28.99,2.924,752.2,0.1061,2.7,1172.4,9.89,108.0,10,0,1
42.11,38.42,33.35,3.417,554.3,0.5581,10.24,1731.8,21.84,405.1,10,0,1
14.79,43.54,45.58,4.398,694.1,0.6737,11.67,1867.8,27.71,141.4,2,0,1
43.26,55.04,17.28,0.76,293.2,0.6961,17.4,1958.2,19.15,17.2,3,0,1
25.61,23.72,31.08,0.367,34.6,0.824,36.13,968.1,28.56,55.0,10,0,1
16.48,58.62,1.94,0.702,779.5,0.1035,17.4,1923.4,2.86,372.9,7,1,0
28.97,78.46,9.34,0.607,13.7,0.1003,9.21,66.0,1.92,131.0,11,0,0
40.55,74.61,41.56,0.291,758.1,0.4778,2.92,1218.8,18.17,327.1,10,0,1
35.63,23.08,38.34,1.402,294.9,0.1234,3.58,1995.1,28.99,349.6,12,0,1
38.23,22.69,17.53,0.971,8.1,0.8796,34.2,1593.6,15.13,172.6,9,1,1
33.06,32.79,18.84,3.012,551.3,0.2777,20.02,1211.5,1.64,237.5,12,0,0
34.23,40.69,26.68,0.049,784.4,0.4781,32.68,1629.4,6.71,201.9,6,1,1
39.72,44.72,0.01,1.549,772.5,0.1489,30.7,2272.0,7.42,473.7,11,0,1
18.74,67.77,12.06,2.159,128.7,0.5176,6.09,1437.6,10.2,160.0,1,0,0
27.13,14.82,10.41,2.137,145.0,0.404,6.43,2009.5,1.4,91.7,11,0,1
17.74,12.95,12.52,3.258,452.4,0.1357,33.99,2452.8,27.16,182.8,7,1,1
44.57,43.31,40.3,1.959,509.8,0.3681,32.46,1778.6,15.52,334.8,11,0,1
43.04,69.26,13.98,3.943,591.5,0.4131,17.01,1454.6,20.16,348.7,1,0,1
11.38,26.44,9.58,0.607,144.8,0.8919,3.48,141.8,2.11,462.0,5,1,0
34.7,64.53,25.21,1.049,767.2,0.2663,0.54,967.5,1.72,440.9,9,1,1
42.38,32.09,43.28,0.021,511.0,0.5358,12.97,1435.3,17.64,144.2,10,0,1
16.32,85.32,12.07,0.01,677.6,0.8899,0.42,2003.2,26.63,227.6,11,0,0
29.88,86.13,3.93,0.412,432.1,0.7336,10.35,1123.4,15.9,373.6,10,0,1
42.04,35.27,17.82,0.159,331.4,0.8947,18.88,2402.1,26.35,458.3,9,1,1
11.19,29.55,37.38,0.452,781.7,0.8746,5.46,715.9,24.35,168.6,1,0,1
34.41,44.96,27.53,0.292,465.7,0.4916,4.69,1874.2,2.37,222.2,6,1,1
20.41,30.45,40.84,0.043,693.5,0.6571,40.34,1076.6,6.14,449.7,3,0,1
42.35,67.15,47.98,3.6,762.6,0.1884,26.35,1240.7,19.77,179.2,12,0,1
43.99,80.22,39.63,0.012,540.3,0.4529,42.05,2016.1,13.36,240.3,9,1,1
43.05,67.21,30.19,1.998,439.2,0.7472,15.56,775.7,8.79,452.3,12,0,1
26.6,80.07,24.67,0.248,2.8,0.5043,30.47,287.2,12.62,401.1,3,0,0
40.17,43.74,2.0,3.65,32.0,0.6622,9.21,1324.6,13.41,121.7,2,0,1
39.56,23.29,49.22,3.35,160.7,0.6966,27.83,1345.5,27.33,162.4,8,1,1
21.17,72.73,19.17,1.592,148.8,0.3028,5.83,2003.1,3.19,176.5,3,0,0
39.01,40.64,7.61,1.673,203.8,0.8006,0.09,2422.4,8.46,456.4,5,1,1
11.3,67.06,33.34,0.008,243.9,0.4679,41.92,185.5,16.17,499.5,12,0,0
